preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
Limb darkening,http://astrothesaurus.org/uat/922,http://astrothesaurus.org/uat/LimbDarkening,
Limiting magnitude,http://astrothesaurus.org/uat/923,http://astrothesaurus.org/uat/LimitingMagnitude,
Line of sight,http://astrothesaurus.org/uat/924,http://astrothesaurus.org/uat/LineOfSight,
LINER galaxies,http://astrothesaurus.org/uat/925,http://astrothesaurus.org/uat/LinerGalaxies,
Lithium abundance,http://astrothesaurus.org/uat/926,http://astrothesaurus.org/uat/Lithium,
Lithium stars,http://astrothesaurus.org/uat/927,http://astrothesaurus.org/uat/LithiumStars,
Lithosphere,http://astrothesaurus.org/uat/928,http://astrothesaurus.org/uat/Lithosphere,
Local Group,http://astrothesaurus.org/uat/929,http://astrothesaurus.org/uat/LocalGroup,
Logos,http://astrothesaurus.org/uat/930,http://astrothesaurus.org/uat/Logos,
Long baseline interferometers,http://astrothesaurus.org/uat/931,http://astrothesaurus.org/uat/LongBaselineInterferometers,
Long baseline interferometry,http://astrothesaurus.org/uat/932,http://astrothesaurus.org/uat/LongBaselineInterferometry,
Long period comets,http://astrothesaurus.org/uat/933,http://astrothesaurus.org/uat/LongPeriodComets,
Long period variable stars,http://astrothesaurus.org/uat/935,http://astrothesaurus.org/uat/LongPeriodVariableStars,http://astrothesaurus.org/uat/LongPeriodVariables
Longitude of the ascending node,http://astrothesaurus.org/uat/936,http://astrothesaurus.org/uat/LongitudeOfTheAscendingNode,
Longitude of the descending node,http://astrothesaurus.org/uat/937,http://astrothesaurus.org/uat/LongitudeOfTheDescendingNode,
Low-density fields,http://astrothesaurus.org/uat/938,http://astrothesaurus.org/uat/Low-DensityFields,
Low-mass X-ray binary stars,http://astrothesaurus.org/uat/939,http://astrothesaurus.org/uat/Low-MassX-RayBinaryStars,
Luminosity classification,http://astrothesaurus.org/uat/941,http://astrothesaurus.org/uat/LuminosityClassification,
Luminosity function,http://astrothesaurus.org/uat/942,http://astrothesaurus.org/uat/LuminosityFunction,
Luminous arcs,http://astrothesaurus.org/uat/943,http://astrothesaurus.org/uat/LuminousArcs,
Luminous blue variable stars,http://astrothesaurus.org/uat/944,http://astrothesaurus.org/uat/LuminousBlueVariableStars,http://astrothesaurus.org/uat/LuminousBlueVariables
Luminous infrared galaxies,http://astrothesaurus.org/uat/946,http://astrothesaurus.org/uat/LuminousInfraredGalaxies,
Lunar atmosphere,http://astrothesaurus.org/uat/947,http://astrothesaurus.org/uat/LunarAtmosphere,
Lunar composition,http://astrothesaurus.org/uat/948,http://astrothesaurus.org/uat/LunarComposition,
Lunar craters,http://astrothesaurus.org/uat/949,http://astrothesaurus.org/uat/LunarCraters,
Lunar domes,http://astrothesaurus.org/uat/950,http://astrothesaurus.org/uat/LunarDomes,
Lunar eclipses,http://astrothesaurus.org/uat/951,http://astrothesaurus.org/uat/LunarEclipses,
Lunar evolution,http://astrothesaurus.org/uat/952,http://astrothesaurus.org/uat/LunarEvolution,
Lunar features,http://astrothesaurus.org/uat/953,http://astrothesaurus.org/uat/LunarFeatures,
Lunar geochronology,http://astrothesaurus.org/uat/954,http://astrothesaurus.org/uat/LunarGeochronology,
Lunar geodesy,http://astrothesaurus.org/uat/955,http://astrothesaurus.org/uat/LunarGeodesy,
Lunar gravitational field,http://astrothesaurus.org/uat/956,http://astrothesaurus.org/uat/LunarGravitationalField,
Lunar highlands,http://astrothesaurus.org/uat/957,http://astrothesaurus.org/uat/LunarHighlands,
Lunar impacts,http://astrothesaurus.org/uat/958,http://astrothesaurus.org/uat/LunarImpacts,
Lunar interior,http://astrothesaurus.org/uat/959,http://astrothesaurus.org/uat/LunarInterior,
Lunar magnetic fields,http://astrothesaurus.org/uat/960,http://astrothesaurus.org/uat/LunarMagneticFields,
Lunar maria,http://astrothesaurus.org/uat/961,http://astrothesaurus.org/uat/LunarMaria,
Lunar mineralogy,http://astrothesaurus.org/uat/962,http://astrothesaurus.org/uat/LunarMineralogy,
Lunar mountains,http://astrothesaurus.org/uat/963,http://astrothesaurus.org/uat/LunarMountains,
Lunar node regression,http://astrothesaurus.org/uat/964,http://astrothesaurus.org/uat/LunarNodeRegression,
Lunar occultation,http://astrothesaurus.org/uat/965,http://astrothesaurus.org/uat/LunarOccultation,
Lunar origin,http://astrothesaurus.org/uat/966,http://astrothesaurus.org/uat/LunarOrigin,
Lunar petrology,http://astrothesaurus.org/uat/967,http://astrothesaurus.org/uat/LunarPetrology,
Lunar phase,http://astrothesaurus.org/uat/968,http://astrothesaurus.org/uat/LunarPhase,
Lunar probes,http://astrothesaurus.org/uat/969,http://astrothesaurus.org/uat/LunarProbes,
Lunar rays,http://astrothesaurus.org/uat/970,http://astrothesaurus.org/uat/LunarRays,
Lunar rilles,http://astrothesaurus.org/uat/971,http://astrothesaurus.org/uat/LunarRilles,
Lunar science,http://astrothesaurus.org/uat/972,http://astrothesaurus.org/uat/LunarScience,
Lunar seismology,http://astrothesaurus.org/uat/973,http://astrothesaurus.org/uat/LunarSeismology,
Lunar surface,http://astrothesaurus.org/uat/974,http://astrothesaurus.org/uat/LunarSurface,
Lunar theory,http://astrothesaurus.org/uat/975,http://astrothesaurus.org/uat/LunarTheory,
Lunar transient phenomena,http://astrothesaurus.org/uat/976,http://astrothesaurus.org/uat/LunarTransientPhenomena,
Lyman alpha forest,http://astrothesaurus.org/uat/980,http://astrothesaurus.org/uat/LymanAlphaForest,
Lyman limit systems,http://astrothesaurus.org/uat/981,http://astrothesaurus.org/uat/LymanLimitSystems,
Lyman-alpha forest clouds,http://astrothesaurus.org/uat/977,http://astrothesaurus.org/uat/Lyman-AlphaForestClouds,
Lyman-alpha galaxies,http://astrothesaurus.org/uat/978,http://astrothesaurus.org/uat/Lyman-AlphaGalaxies,
Lyman-break galaxies,http://astrothesaurus.org/uat/979,http://astrothesaurus.org/uat/Lyman-BreakGalaxies,
M dwarf stars,http://astrothesaurus.org/uat/982,http://astrothesaurus.org/uat/MDwarfs,
M giant stars,http://astrothesaurus.org/uat/983,http://astrothesaurus.org/uat/MGiants,
M region,http://astrothesaurus.org/uat/984,http://astrothesaurus.org/uat/MRegion,
M stars,http://astrothesaurus.org/uat/985,http://astrothesaurus.org/uat/MStars,
M subdwarf stars,http://astrothesaurus.org/uat/986,http://astrothesaurus.org/uat/MSubdwarfs,
M subgiant stars,http://astrothesaurus.org/uat/987,http://astrothesaurus.org/uat/MSubgiants,
M supergiant stars,http://astrothesaurus.org/uat/988,http://astrothesaurus.org/uat/MSupergiants,
Mach-Zehnder interferometers,http://astrothesaurus.org/uat/989,http://astrothesaurus.org/uat/Mach-ZehnderInterferometers,
Magellanic Clouds,http://astrothesaurus.org/uat/990,http://astrothesaurus.org/uat/MagellanicClouds,
Magellanic Stream,http://astrothesaurus.org/uat/991,http://astrothesaurus.org/uat/MagellanicStream,
Magnetars,http://astrothesaurus.org/uat/992,http://astrothesaurus.org/uat/Magnetars,
Magnetic anomalies,http://astrothesaurus.org/uat/993,http://astrothesaurus.org/uat/MagneticAnomalies,
Magnetic fields,http://astrothesaurus.org/uat/994,http://astrothesaurus.org/uat/MagneticFields,
Magnetic stars,http://astrothesaurus.org/uat/995,http://astrothesaurus.org/uat/MagneticStars,
Magnetic variable stars,http://astrothesaurus.org/uat/996,http://astrothesaurus.org/uat/MagneticVariableStars,
Magnetosphere,http://astrothesaurus.org/uat/997,http://astrothesaurus.org/uat/Magnetosphere,
Magnetospheric radio emissions [Exoplanets],http://astrothesaurus.org/uat/998,http://astrothesaurus.org/uat/MagnetosphericRadioEmissions_(Exoplanets),
Magnitude,http://astrothesaurus.org/uat/999,http://astrothesaurus.org/uat/Magnitude,
Main sequence stars,http://astrothesaurus.org/uat/1000,http://astrothesaurus.org/uat/MainSequenceStars,
Major axis,http://astrothesaurus.org/uat/1001,http://astrothesaurus.org/uat/MajorAxis,
Makemake,http://astrothesaurus.org/uat/1002,http://astrothesaurus.org/uat/Makemake,
Maksutov telescopes,http://astrothesaurus.org/uat/1003,http://astrothesaurus.org/uat/MaksutovTelescopes,
Manganese stars,http://astrothesaurus.org/uat/1004,http://astrothesaurus.org/uat/ManganeseStars,
Mantle,http://astrothesaurus.org/uat/1005,http://astrothesaurus.org/uat/Mantle,
Markarian galaxies,http://astrothesaurus.org/uat/1006,http://astrothesaurus.org/uat/MarkarianGalaxies,
Mars,http://astrothesaurus.org/uat/1007,http://astrothesaurus.org/uat/Mars,
Mars trojans,http://astrothesaurus.org/uat/1008,http://astrothesaurus.org/uat/MarsTrojans,
Martian satellites,http://astrothesaurus.org/uat/1009,http://astrothesaurus.org/uat/MartianSatellites,
Mascon,http://astrothesaurus.org/uat/1010,http://astrothesaurus.org/uat/Mascon,
Mass ratio,http://astrothesaurus.org/uat/1012,http://astrothesaurus.org/uat/MassRatio,
Mass spectrometers,http://astrothesaurus.org/uat/1013,http://astrothesaurus.org/uat/MassSpectrometers,
Mass-to-light ratio,http://astrothesaurus.org/uat/1011,http://astrothesaurus.org/uat/Mass-To-LightRatio,
Matter density,http://astrothesaurus.org/uat/1014,http://astrothesaurus.org/uat/MatterDensity,
Maunder minimum,http://astrothesaurus.org/uat/1015,http://astrothesaurus.org/uat/MaunderMinimum,
Maximal Kerr black holes,http://astrothesaurus.org/uat/1016,http://astrothesaurus.org/uat/MaximalKerrBlackHoles,
Me stars,http://astrothesaurus.org/uat/1017,http://astrothesaurus.org/uat/MeStars,
Me variable stars,http://astrothesaurus.org/uat/1018,http://astrothesaurus.org/uat/MeVariableStars,
Mean anomaly,http://astrothesaurus.org/uat/1019,http://astrothesaurus.org/uat/MeanAnomaly,
Mean matter density,http://astrothesaurus.org/uat/1020,http://astrothesaurus.org/uat/MeanMatterDensity,
Medium band photometry,http://astrothesaurus.org/uat/1021,http://astrothesaurus.org/uat/MediumBandPhotometry,
Megalithic astronomy,http://astrothesaurus.org/uat/1022,http://astrothesaurus.org/uat/MegalithicAstronomy,
Megamasers,http://astrothesaurus.org/uat/1023,http://astrothesaurus.org/uat/Megamasers,
Mercury,http://astrothesaurus.org/uat/1024,http://astrothesaurus.org/uat/Mercury,
Mercury-manganese stars,http://astrothesaurus.org/uat/1025,http://astrothesaurus.org/uat/Mercury-ManganeseStars,
Meridian,http://astrothesaurus.org/uat/1026,http://astrothesaurus.org/uat/Meridian,
Meridian circles,http://astrothesaurus.org/uat/1027,http://astrothesaurus.org/uat/MeridianCircles,
Mesogranulation,http://astrothesaurus.org/uat/1028,http://astrothesaurus.org/uat/Mesogranulation,
Mesopause,http://astrothesaurus.org/uat/1029,http://astrothesaurus.org/uat/Mesopause,
Mesosphere,http://astrothesaurus.org/uat/1030,http://astrothesaurus.org/uat/Mesosphere,
Metal abundance,http://astrothesaurus.org/uat/1031,http://astrothesaurus.org/uat/MetalAbundance,
Metal line absorbers,http://astrothesaurus.org/uat/1032,http://astrothesaurus.org/uat/MetalLineAbsorbers,
Meteor radiants,http://astrothesaurus.org/uat/1033,http://astrothesaurus.org/uat/MeteorRadiants,
Meteor showers,http://astrothesaurus.org/uat/1034,http://astrothesaurus.org/uat/MeteorShowers,
Meteor streams,http://astrothesaurus.org/uat/1035,http://astrothesaurus.org/uat/MeteorStreams,
Meteor trails,http://astrothesaurus.org/uat/1036,http://astrothesaurus.org/uat/MeteorTrails,
Meteorite composition,http://astrothesaurus.org/uat/1037,http://astrothesaurus.org/uat/MeteoriteComposition,
Meteorites,http://astrothesaurus.org/uat/1038,http://astrothesaurus.org/uat/Meteorites,
Meteoroid dust clouds,http://astrothesaurus.org/uat/1039,http://astrothesaurus.org/uat/MeteoroidDustClouds,
Meteoroids,http://astrothesaurus.org/uat/1040,http://astrothesaurus.org/uat/Meteoroids,
Meteors,http://astrothesaurus.org/uat/1041,http://astrothesaurus.org/uat/Meteors,
Methane,http://astrothesaurus.org/uat/1042,http://astrothesaurus.org/uat/Methane,
Methods,http://astrothesaurus.org/uat/1043,http://astrothesaurus.org/uat/Methods,
Michelson interferometers,http://astrothesaurus.org/uat/1044,http://astrothesaurus.org/uat/MichelsonInterferometers,
Michelson interferometry,http://astrothesaurus.org/uat/1045,http://astrothesaurus.org/uat/MichelsonInterferometry,
Microgravity,http://astrothesaurus.org/uat/1046,http://astrothesaurus.org/uat/Microgravity,
Micrometeorites,http://astrothesaurus.org/uat/1047,http://astrothesaurus.org/uat/Micrometeorites,
Micrometeoroids,http://astrothesaurus.org/uat/1048,http://astrothesaurus.org/uat/Micrometeoroids,
Milk Way dark matter halo,http://astrothesaurus.org/uat/1049,http://astrothesaurus.org/uat/MilkWayDarkMatterHalo,
Milky Way disk,http://astrothesaurus.org/uat/1050,http://astrothesaurus.org/uat/MilkyWayDisk,
Milky Way dynamics,http://astrothesaurus.org/uat/1051,http://astrothesaurus.org/uat/MilkyWayDynamics,
Milky Way evolution,http://astrothesaurus.org/uat/1052,http://astrothesaurus.org/uat/MilkyWayEvolution,
Milky Way formation,http://astrothesaurus.org/uat/1053,http://astrothesaurus.org/uat/MilkyWayFormation,
Milky Way Galaxy,http://astrothesaurus.org/uat/1054,http://astrothesaurus.org/uat/MilkyWayGalaxy,
Milky Way Galaxy fountains,http://astrothesaurus.org/uat/1055,http://astrothesaurus.org/uat/MilkyWayGalaxyFountains,
Milky Way Galaxy physics,http://astrothesaurus.org/uat/1056,http://astrothesaurus.org/uat/MilkyWayGalaxyPhysics,
Milky Way magnetic fields,http://astrothesaurus.org/uat/1057,http://astrothesaurus.org/uat/MilkyWayMagneticFields,
Milky Way mass,http://astrothesaurus.org/uat/1058,http://astrothesaurus.org/uat/MilkyWayMass,
Milky Way rotation,http://astrothesaurus.org/uat/1059,http://astrothesaurus.org/uat/MilkyWayRotation,
Milky Way stellar halo,http://astrothesaurus.org/uat/1060,http://astrothesaurus.org/uat/MilkyWayStellarHalo,
Millimeter astronomy,http://astrothesaurus.org/uat/1061,http://astrothesaurus.org/uat/MillimeterAstronomy,
Millisecond pulsars,http://astrothesaurus.org/uat/1062,http://astrothesaurus.org/uat/MillisecondPulsars,
Mini Neptunes,http://astrothesaurus.org/uat/1063,http://astrothesaurus.org/uat/MiniNeptunes,
Minor axis,http://astrothesaurus.org/uat/1064,http://astrothesaurus.org/uat/MinorAxis,
Minor planets,http://astrothesaurus.org/uat/1065,http://astrothesaurus.org/uat/MinorPlanets,
Mira variable stars,http://astrothesaurus.org/uat/1066,http://astrothesaurus.org/uat/MiraVariableStars,
Missing mass,http://astrothesaurus.org/uat/1068,http://astrothesaurus.org/uat/MissingMass,http://astrothesaurus.org/uat/MiraVariables
Modified Newtonian dynamics,http://astrothesaurus.org/uat/1069,http://astrothesaurus.org/uat/ModifiedNewtonianDynamics,http://astrothesaurus.org/uat/MiraVariables
Moldavites,http://astrothesaurus.org/uat/1070,http://astrothesaurus.org/uat/Moldavites,
Molecular astrophysics,http://astrothesaurus.org/uat/1071,http://astrothesaurus.org/uat/MolecularAstrophysics,
Molecular clouds,http://astrothesaurus.org/uat/1072,http://astrothesaurus.org/uat/MolecularClouds,
Molecular gas,http://astrothesaurus.org/uat/1073,http://astrothesaurus.org/uat/MolecularGas,
Mottles,http://astrothesaurus.org/uat/1074,http://astrothesaurus.org/uat/Mottles,
Moving cluster parallax,http://astrothesaurus.org/uat/1075,http://astrothesaurus.org/uat/MovingClusterParallax,
Moving clusters,http://astrothesaurus.org/uat/1076,http://astrothesaurus.org/uat/MovingClusters,
Multi-color photometry,http://astrothesaurus.org/uat/1077,http://astrothesaurus.org/uat/Multi-ColorPhotometry,
Multi-periodic pulsation,http://astrothesaurus.org/uat/1078,http://astrothesaurus.org/uat/Multi-PeriodicPulsation,
Multi-periodic variable stars,http://astrothesaurus.org/uat/1079,http://astrothesaurus.org/uat/Multi-PeriodicVariableStars,
Multiple mirror telescope,http://astrothesaurus.org/uat/1080,http://astrothesaurus.org/uat/MultipleMirrorTelescope,
Multiple stars,http://astrothesaurus.org/uat/1081,http://astrothesaurus.org/uat/MultipleStars,
N galaxies,http://astrothesaurus.org/uat/1084,http://astrothesaurus.org/uat/NGalaxies,
N stars,http://astrothesaurus.org/uat/1085,http://astrothesaurus.org/uat/NStars,
Nadir,http://astrothesaurus.org/uat/1086,http://astrothesaurus.org/uat/Nadir,
Naked singularities,http://astrothesaurus.org/uat/1087,http://astrothesaurus.org/uat/NakedSingularities,
Narrow band photometry,http://astrothesaurus.org/uat/1088,http://astrothesaurus.org/uat/NarrowBandPhotometry,
Natural satellites,http://astrothesaurus.org/uat/1089,http://astrothesaurus.org/uat/NaturalSatellites,
Nautical almanacs,http://astrothesaurus.org/uat/1090,http://astrothesaurus.org/uat/NauticalAlmanacs,
Navarro-Frenk-White profile,http://astrothesaurus.org/uat/1091,http://astrothesaurus.org/uat/Navarro-Frenk-WhiteProfile,
N-body problem,http://astrothesaurus.org/uat/1082,http://astrothesaurus.org/uat/N-BodyProblem,
N-body simulations,http://astrothesaurus.org/uat/1083,http://astrothesaurus.org/uat/N-BodySimulations,
Near infrared astronomy,http://astrothesaurus.org/uat/1093,http://astrothesaurus.org/uat/NearInfraredAstronomy,
Near ultraviolet astronomy,http://astrothesaurus.org/uat/1094,http://astrothesaurus.org/uat/NearUltravioletAstronomy,
Near-Earth objects,http://astrothesaurus.org/uat/1092,http://astrothesaurus.org/uat/Near-EarthObjects,
Nebulae,http://astrothesaurus.org/uat/1095,http://astrothesaurus.org/uat/Nebulae,
Neptune,http://astrothesaurus.org/uat/1096,http://astrothesaurus.org/uat/Neptune,
Neptune trojans,http://astrothesaurus.org/uat/1097,http://astrothesaurus.org/uat/NeptuneTrojans,
Neptunian satellites,http://astrothesaurus.org/uat/1098,http://astrothesaurus.org/uat/NeptunianSatellites,
Neutral hydrogen clouds,http://astrothesaurus.org/uat/1099,http://astrothesaurus.org/uat/NeutralHydrogenClouds,
Neutrino astronomy,http://astrothesaurus.org/uat/1100,http://astrothesaurus.org/uat/NeutrinoAstronomy,
Neutrino decoupling,http://astrothesaurus.org/uat/1101,http://astrothesaurus.org/uat/NeutrinoDecoupling,
Neutrino masses,http://astrothesaurus.org/uat/1102,http://astrothesaurus.org/uat/NeutrinoMasses,
Neutrino oscillations,http://astrothesaurus.org/uat/1104,http://astrothesaurus.org/uat/NeutrinoOscillations,http://astrothesaurus.org/uat/NeutrinoOscillation
Neutrino telescopes,http://astrothesaurus.org/uat/1105,http://astrothesaurus.org/uat/NeutrinoTelescopes,
Neutron interferometry,http://astrothesaurus.org/uat/1106,http://astrothesaurus.org/uat/NeutronInterferometry,
Neutron star cores,http://astrothesaurus.org/uat/1107,http://astrothesaurus.org/uat/NeutronStarCores,
Neutron stars,http://astrothesaurus.org/uat/1108,http://astrothesaurus.org/uat/NeutronStars,
Newtonian cosmology,http://astrothesaurus.org/uat/1109,http://astrothesaurus.org/uat/NewtonianCosmology,
Newtonian gravitation,http://astrothesaurus.org/uat/1110,http://astrothesaurus.org/uat/NewtonianGravitation,
Newtonian telescopes,http://astrothesaurus.org/uat/1111,http://astrothesaurus.org/uat/NewtonianTelescopes,
Night sky brightness,http://astrothesaurus.org/uat/1112,http://astrothesaurus.org/uat/NightSkyBrightness,
Night vision,http://astrothesaurus.org/uat/1113,http://astrothesaurus.org/uat/NightVision,
Nitrous oxide,http://astrothesaurus.org/uat/1114,http://astrothesaurus.org/uat/NitrousOxide,
Noctilucent clouds,http://astrothesaurus.org/uat/1115,http://astrothesaurus.org/uat/NoctilucentClouds,
Nonclassical interferometry,http://astrothesaurus.org/uat/1120,http://astrothesaurus.org/uat/NonclassicalInterferometry,
Non-Gaussianity,http://astrothesaurus.org/uat/1116,http://astrothesaurus.org/uat/Non-Gaussianity,
Non-radial pulsations,http://astrothesaurus.org/uat/1117,http://astrothesaurus.org/uat/Non-RadialPulsations,
Nonrotating black holes,http://astrothesaurus.org/uat/1121,http://astrothesaurus.org/uat/NonrotatingBlackHoles,
Nonstandard evolution,http://astrothesaurus.org/uat/1122,http://astrothesaurus.org/uat/NonstandardEvolution,
Non-standard theories of gravity,http://astrothesaurus.org/uat/1118,http://astrothesaurus.org/uat/Non-StandardTheoriesOfGravity,
Non-thermal radiation sources,http://astrothesaurus.org/uat/1119,http://astrothesaurus.org/uat/Non-ThermalRadiationSources,
North celestial pole,http://astrothesaurus.org/uat/1123,http://astrothesaurus.org/uat/NorthCelestialPole,
North ecliptic pole,http://astrothesaurus.org/uat/1124,http://astrothesaurus.org/uat/NorthEclipticPole,
North galactic pole,http://astrothesaurus.org/uat/1125,http://astrothesaurus.org/uat/NorthGalacticPole,
Novae,http://astrothesaurus.org/uat/1127,http://astrothesaurus.org/uat/Novae,
Nova-like variable stars,http://astrothesaurus.org/uat/1126,http://astrothesaurus.org/uat/Nova-LikeVariableStars,
Nuclear abundances,http://astrothesaurus.org/uat/1128,http://astrothesaurus.org/uat/NuclearAbundances,
Nuclear astrophysics,http://astrothesaurus.org/uat/1129,http://astrothesaurus.org/uat/NuclearAstrophysics,
Nucleated dwarf galaxies,http://astrothesaurus.org/uat/1130,http://astrothesaurus.org/uat/NucleatedDwarfGalaxies,
Nucleosynthesis,http://astrothesaurus.org/uat/1131,http://astrothesaurus.org/uat/Nucleosynthesis,
O associations,http://astrothesaurus.org/uat/1133,http://astrothesaurus.org/uat/OAssociations,
O clusters,http://astrothesaurus.org/uat/1134,http://astrothesaurus.org/uat/OClusters,
O dwarf stars,http://astrothesaurus.org/uat/1135,http://astrothesaurus.org/uat/ODwarfs,
O giant stars,http://astrothesaurus.org/uat/1136,http://astrothesaurus.org/uat/OGiantStars,
O stars,http://astrothesaurus.org/uat/1137,http://astrothesaurus.org/uat/OStars,
O subdwarf stars,http://astrothesaurus.org/uat/1138,http://astrothesaurus.org/uat/OSubdwarfs,
O supergiant stars,http://astrothesaurus.org/uat/1139,http://astrothesaurus.org/uat/OSupergiants,
OB associations,http://astrothesaurus.org/uat/1140,http://astrothesaurus.org/uat/ObAssociations,
OB stars,http://astrothesaurus.org/uat/1141,http://astrothesaurus.org/uat/ObStars,
OB supergiant stars,http://astrothesaurus.org/uat/1142,http://astrothesaurus.org/uat/ObSupergiants,
Oblateness,http://astrothesaurus.org/uat/1143,http://astrothesaurus.org/uat/Oblateness,
Oblique rotators,http://astrothesaurus.org/uat/1144,http://astrothesaurus.org/uat/ObliqueRotators,
Observational astronomy,http://astrothesaurus.org/uat/1145,http://astrothesaurus.org/uat/ObservationalAstronomy,
Observational cosmology,http://astrothesaurus.org/uat/1146,http://astrothesaurus.org/uat/ObservationalCosmology,
Observatories,http://astrothesaurus.org/uat/1147,http://astrothesaurus.org/uat/Observatories,
Occultation,http://astrothesaurus.org/uat/1148,http://astrothesaurus.org/uat/Occultation,
Occulting disks,http://astrothesaurus.org/uat/1149,http://astrothesaurus.org/uat/OccultingDisks,
Ocean planets,http://astrothesaurus.org/uat/1151,http://astrothesaurus.org/uat/OceanPlanets,
Ocean tides,http://astrothesaurus.org/uat/1152,http://astrothesaurus.org/uat/OceanTides,
Ocean-atmosphere interactions,http://astrothesaurus.org/uat/1150,http://astrothesaurus.org/uat/Ocean-AtmosphereInteractions,
Oe stars,http://astrothesaurus.org/uat/1153,http://astrothesaurus.org/uat/OeStars,
Oef stars,http://astrothesaurus.org/uat/1154,http://astrothesaurus.org/uat/OefStars,
Of stars,http://astrothesaurus.org/uat/1155,http://astrothesaurus.org/uat/OfStars,
OH/IR stars,http://astrothesaurus.org/uat/1156,http://astrothesaurus.org/uat/Oh/IrStars,
Oort cloud,http://astrothesaurus.org/uat/1157,http://astrothesaurus.org/uat/OortCloud,
Oort cloud objects,http://astrothesaurus.org/uat/1158,http://astrothesaurus.org/uat/OortCloudObjects,
Oort constants,http://astrothesaurus.org/uat/1159,http://astrothesaurus.org/uat/OortConstants,
Open star clusters,http://astrothesaurus.org/uat/1160,http://astrothesaurus.org/uat/OpenStarClusters,
Open universe,http://astrothesaurus.org/uat/1161,http://astrothesaurus.org/uat/OpenUniverse,
Opik theory,http://astrothesaurus.org/uat/1162,http://astrothesaurus.org/uat/OpikTheory,
Opposition,http://astrothesaurus.org/uat/1163,http://astrothesaurus.org/uat/Opposition,
Optical bursts,http://astrothesaurus.org/uat/1164,http://astrothesaurus.org/uat/OpticalBursts,
Optical doubles,http://astrothesaurus.org/uat/1165,http://astrothesaurus.org/uat/OpticalDoubles,
Optical flares,http://astrothesaurus.org/uat/1166,http://astrothesaurus.org/uat/OpticalFlares,
Optical identification,http://astrothesaurus.org/uat/1167,http://astrothesaurus.org/uat/OpticalIdentification,
Optical interferometry,http://astrothesaurus.org/uat/1168,http://astrothesaurus.org/uat/OpticalInterferometry,
Optical observation,http://astrothesaurus.org/uat/1169,http://astrothesaurus.org/uat/OpticalObservation,
Optical observatories,http://astrothesaurus.org/uat/1170,http://astrothesaurus.org/uat/OpticalObservatories,
Optical phase shifting interferometry,http://astrothesaurus.org/uat/1171,http://astrothesaurus.org/uat/OpticalPhaseShiftingInterferometry,
Optical position,http://astrothesaurus.org/uat/1172,http://astrothesaurus.org/uat/OpticalPosition,
Optical pulsars,http://astrothesaurus.org/uat/1173,http://astrothesaurus.org/uat/OpticalPulsars,
Optical telescopes,http://astrothesaurus.org/uat/1174,http://astrothesaurus.org/uat/OpticalTelescopes,
Orbit determination,http://astrothesaurus.org/uat/1175,http://astrothesaurus.org/uat/OrbitDetermination,
Orbital anomalies,http://astrothesaurus.org/uat/1176,http://astrothesaurus.org/uat/OrbitalAnomalies,
Orbital elements,http://astrothesaurus.org/uat/1177,http://astrothesaurus.org/uat/OrbitalElements,
Orbital evolution,http://astrothesaurus.org/uat/1178,http://astrothesaurus.org/uat/OrbitalEvolution,
Orbital motion,http://astrothesaurus.org/uat/1179,http://astrothesaurus.org/uat/OrbitalMotion,
Orbital nodes,http://astrothesaurus.org/uat/1180,http://astrothesaurus.org/uat/OrbitalNodes,
Orbital resonances,http://astrothesaurus.org/uat/1181,http://astrothesaurus.org/uat/OrbitalResonances,
Orbital theory,http://astrothesaurus.org/uat/1182,http://astrothesaurus.org/uat/OrbitalTheory,
Orbiters,http://astrothesaurus.org/uat/1183,http://astrothesaurus.org/uat/Orbiters,
Orbits,http://astrothesaurus.org/uat/1184,http://astrothesaurus.org/uat/Orbits,
Orcus,http://astrothesaurus.org/uat/1185,http://astrothesaurus.org/uat/Orcus,
Origin of the universe,http://astrothesaurus.org/uat/1186,http://astrothesaurus.org/uat/OriginOfTheUniverse,
Orreries,http://astrothesaurus.org/uat/1187,http://astrothesaurus.org/uat/Orreries,
Oscillating universe,http://astrothesaurus.org/uat/1188,http://astrothesaurus.org/uat/OscillatingUniverse,
Osculating orbit,http://astrothesaurus.org/uat/1189,http://astrothesaurus.org/uat/OsculatingOrbit,
Osculatory elements,http://astrothesaurus.org/uat/1190,http://astrothesaurus.org/uat/OsculatoryElements,
Outer planets,http://astrothesaurus.org/uat/1191,http://astrothesaurus.org/uat/OuterPlanets,
Overabundance,http://astrothesaurus.org/uat/1192,http://astrothesaurus.org/uat/Overabundance,
Oxygen burning,http://astrothesaurus.org/uat/1193,http://astrothesaurus.org/uat/OxygenBurning,
Ozone layer,http://astrothesaurus.org/uat/1194,http://astrothesaurus.org/uat/OzoneLayer,
Parabolic orbit,http://astrothesaurus.org/uat/1196,http://astrothesaurus.org/uat/ParabolicOrbit,
Parallax,http://astrothesaurus.org/uat/1197,http://astrothesaurus.org/uat/Parallax,
Parsec,http://astrothesaurus.org/uat/1199,http://astrothesaurus.org/uat/Parsec,
Partial eclipses,http://astrothesaurus.org/uat/1200,http://astrothesaurus.org/uat/PartialEclipses,
Peculiar giants,http://astrothesaurus.org/uat/1201,http://astrothesaurus.org/uat/PeculiarGiants,
