preferred term,UAT v.2.0.0 URI,UAT v.1.1.0 URI,UAT v.1.1.0 URI
Peculiar variable stars,http://astrothesaurus.org/uat/1202,http://astrothesaurus.org/uat/PeculiarVariableStars,
Penrose limit,http://astrothesaurus.org/uat/1203,http://astrothesaurus.org/uat/PenroseLimit,
Penrose process,http://astrothesaurus.org/uat/1204,http://astrothesaurus.org/uat/PenroseProcess,
Penumbra,http://astrothesaurus.org/uat/1205,http://astrothesaurus.org/uat/Penumbra,
Penumbral filaments,http://astrothesaurus.org/uat/1206,http://astrothesaurus.org/uat/PenumbralFilaments,
Periapsis,http://astrothesaurus.org/uat/1207,http://astrothesaurus.org/uat/Periapsis,
Periastron,http://astrothesaurus.org/uat/1208,http://astrothesaurus.org/uat/Periastron,
Perigee,http://astrothesaurus.org/uat/1209,http://astrothesaurus.org/uat/Perigee,
Perihelion,http://astrothesaurus.org/uat/1210,http://astrothesaurus.org/uat/Perihelion,
Period determination,http://astrothesaurus.org/uat/1211,http://astrothesaurus.org/uat/PeriodDetermination,
Periodic orbit,http://astrothesaurus.org/uat/1212,http://astrothesaurus.org/uat/PeriodicOrbit,
Periodic variable stars,http://astrothesaurus.org/uat/1213,http://astrothesaurus.org/uat/PeriodicVariableStars,
Perseus Cluster,http://astrothesaurus.org/uat/1214,http://astrothesaurus.org/uat/PerseusCluster,
Perturbation methods,http://astrothesaurus.org/uat/1215,http://astrothesaurus.org/uat/PerturbationMethods,
PG 1159 stars,http://astrothesaurus.org/uat/1216,http://astrothesaurus.org/uat/Pg1159Stars,
Phase angle,http://astrothesaurus.org/uat/1217,http://astrothesaurus.org/uat/PhaseAngle,
Phase defect,http://astrothesaurus.org/uat/1218,http://astrothesaurus.org/uat/PhaseDefect,
Phase effect,http://astrothesaurus.org/uat/1219,http://astrothesaurus.org/uat/PhaseEffect,
Phase error,http://astrothesaurus.org/uat/1220,http://astrothesaurus.org/uat/PhaseError,
Phase switching,http://astrothesaurus.org/uat/1221,http://astrothesaurus.org/uat/PhaseSwitching,
Philosophy of astronomy,http://astrothesaurus.org/uat/1222,http://astrothesaurus.org/uat/PhilosophyOfAstronomy,
Photodissociation regions,http://astrothesaurus.org/uat/1223,http://astrothesaurus.org/uat/PhotodissociationRegions,
Photoelectric magnitude,http://astrothesaurus.org/uat/1224,http://astrothesaurus.org/uat/PhotoelectricMagnitude,
Photoelectric photometry,http://astrothesaurus.org/uat/1225,http://astrothesaurus.org/uat/PhotoelectricPhotometry,
Photogrammetry,http://astrothesaurus.org/uat/1226,http://astrothesaurus.org/uat/Photogrammetry,
Photographic astrometry,http://astrothesaurus.org/uat/1227,http://astrothesaurus.org/uat/PhotographicAstrometry,
Photographic magnitude,http://astrothesaurus.org/uat/1228,http://astrothesaurus.org/uat/PhotographicMagnitude,
Photographic photometry,http://astrothesaurus.org/uat/1229,http://astrothesaurus.org/uat/PhotographicPhotometry,
Photoheliographs,http://astrothesaurus.org/uat/1230,http://astrothesaurus.org/uat/Photoheliographs,
Photometric parallax,http://astrothesaurus.org/uat/1231,http://astrothesaurus.org/uat/PhotometricParallax,
Photometric standard stars,http://astrothesaurus.org/uat/1232,http://astrothesaurus.org/uat/PhotometricStandardStars,
Photometric systems,http://astrothesaurus.org/uat/1233,http://astrothesaurus.org/uat/PhotometricSystems,
Photometry,http://astrothesaurus.org/uat/1234,http://astrothesaurus.org/uat/Photometry,
Photon decoupling,http://astrothesaurus.org/uat/1235,http://astrothesaurus.org/uat/PhotonDecoupling,
Photon sphere,http://astrothesaurus.org/uat/1236,http://astrothesaurus.org/uat/PhotonSphere,
Photospheres,http://astrothesaurus.org/uat/1237,http://astrothesaurus.org/uat/Photospheres,
Photovisual magnitude,http://astrothesaurus.org/uat/1238,http://astrothesaurus.org/uat/PhotovisualMagnitude,
Pickup ions,http://astrothesaurus.org/uat/1239,http://astrothesaurus.org/uat/PickupIons,
Plages,http://astrothesaurus.org/uat/1240,http://astrothesaurus.org/uat/Plages,
Planet formation,http://astrothesaurus.org/uat/1241,http://astrothesaurus.org/uat/PlanetFormation,
Planet hosting stars,http://astrothesaurus.org/uat/1242,http://astrothesaurus.org/uat/PlanetHostingStars,
Planetary alignment,http://astrothesaurus.org/uat/1243,http://astrothesaurus.org/uat/PlanetaryAlignment,
Planetary atmospheres,http://astrothesaurus.org/uat/1244,http://astrothesaurus.org/uat/PlanetaryAtmospheres,
Planetary boundary layers,http://astrothesaurus.org/uat/1245,http://astrothesaurus.org/uat/PlanetaryBoundaryLayers,
Planetary bow shocks,http://astrothesaurus.org/uat/1246,http://astrothesaurus.org/uat/PlanetaryBowShocks,
Planetary cores,http://astrothesaurus.org/uat/1247,http://astrothesaurus.org/uat/PlanetaryCores,
Planetary interior,http://astrothesaurus.org/uat/1248,http://astrothesaurus.org/uat/PlanetaryInterior,
Planetary nebulae,http://astrothesaurus.org/uat/1249,http://astrothesaurus.org/uat/PlanetaryNebulae,
Planetary nebulae nuclei,http://astrothesaurus.org/uat/1250,http://astrothesaurus.org/uat/PlanetaryNebulaeNuclei,
Planetary polar regions,http://astrothesaurus.org/uat/1251,http://astrothesaurus.org/uat/PlanetaryPolarRegions,
Planetary probes,http://astrothesaurus.org/uat/1252,http://astrothesaurus.org/uat/PlanetaryProbes,
Planetary ring divisions,http://astrothesaurus.org/uat/1253,http://astrothesaurus.org/uat/PlanetaryRingDivisions,
Planetary rings,http://astrothesaurus.org/uat/1254,http://astrothesaurus.org/uat/PlanetaryRings,
Planetary science,http://astrothesaurus.org/uat/1255,http://astrothesaurus.org/uat/PlanetaryScience,
Planetary structure,http://astrothesaurus.org/uat/1256,http://astrothesaurus.org/uat/PlanetaryStructure,
Planetary system formation,http://astrothesaurus.org/uat/1257,http://astrothesaurus.org/uat/PlanetarySystemFormation,
Planetary theory,http://astrothesaurus.org/uat/1258,http://astrothesaurus.org/uat/PlanetaryTheory,
Planetesimals,http://astrothesaurus.org/uat/1259,http://astrothesaurus.org/uat/Planetesimals,
Planets [Solar system],http://astrothesaurus.org/uat/1260,http://astrothesaurus.org/uat/Planets_(SolarSystem),
Plasma astrophysics,http://astrothesaurus.org/uat/1261,http://astrothesaurus.org/uat/PlasmaAstrophysics,
Plasma clouds,http://astrothesaurus.org/uat/1262,http://astrothesaurus.org/uat/PlasmaClouds,
Plasma jets,http://astrothesaurus.org/uat/1263,http://astrothesaurus.org/uat/PlasmaJets,
Plasmapause,http://astrothesaurus.org/uat/1264,http://astrothesaurus.org/uat/Plasmapause,
Plate tectonics,http://astrothesaurus.org/uat/1265,http://astrothesaurus.org/uat/PlateTectonics,
Plutinos,http://astrothesaurus.org/uat/1266,http://astrothesaurus.org/uat/Plutinos,
Pluto,http://astrothesaurus.org/uat/1267,http://astrothesaurus.org/uat/Pluto,
Plutoids,http://astrothesaurus.org/uat/1268,http://astrothesaurus.org/uat/Plutoids,
Pogson scale,http://astrothesaurus.org/uat/1269,http://astrothesaurus.org/uat/PogsonScale,
Point sources,http://astrothesaurus.org/uat/1270,http://astrothesaurus.org/uat/PointSources,
Pointing accuracy,http://astrothesaurus.org/uat/1271,http://astrothesaurus.org/uat/PointingAccuracy,
Pointing error,http://astrothesaurus.org/uat/1272,http://astrothesaurus.org/uat/PointingError,
Polar caps,http://astrothesaurus.org/uat/1273,http://astrothesaurus.org/uat/PolarCaps,
Polar jets,http://astrothesaurus.org/uat/1274,http://astrothesaurus.org/uat/PolarJets,
Polar orbit,http://astrothesaurus.org/uat/1275,http://astrothesaurus.org/uat/PolarOrbit,
Polar tides,http://astrothesaurus.org/uat/1276,http://astrothesaurus.org/uat/PolarTides,
Polarimeters,http://astrothesaurus.org/uat/1277,http://astrothesaurus.org/uat/Polarimeters,
Polarimetry,http://astrothesaurus.org/uat/1278,http://astrothesaurus.org/uat/Polarimetry,
Polarimetry [Exoplanets],http://astrothesaurus.org/uat/1279,http://astrothesaurus.org/uat/Polarimetry_(Exoplanets),
Polycyclic aromatic hydrocarbons,http://astrothesaurus.org/uat/1280,http://astrothesaurus.org/uat/PolycyclicAromaticHydrocarbons,
Polytropes,http://astrothesaurus.org/uat/1281,http://astrothesaurus.org/uat/Polytropes,
Population I stars,http://astrothesaurus.org/uat/1282,http://astrothesaurus.org/uat/PopulationIStars,
Population II Cepheid stars,http://astrothesaurus.org/uat/1283,http://astrothesaurus.org/uat/PopulationIiCepheidStars,
Population II stars,http://astrothesaurus.org/uat/1284,http://astrothesaurus.org/uat/PopulationIiStars,
Population III stars,http://astrothesaurus.org/uat/1285,http://astrothesaurus.org/uat/PopulationIiiStars,
Position angle,http://astrothesaurus.org/uat/1286,http://astrothesaurus.org/uat/PositionAngle,
Post-asymptotic giant branch,http://astrothesaurus.org/uat/1287,http://astrothesaurus.org/uat/Post-AsymptoticGiantBranch,
pp waves,http://astrothesaurus.org/uat/1288,http://astrothesaurus.org/uat/PpWaves,
P-process,http://astrothesaurus.org/uat/1195,http://astrothesaurus.org/uat/P-Process,
Pre-main sequence evolution,http://astrothesaurus.org/uat/1289,http://astrothesaurus.org/uat/Pre-MainSequenceEvolution,
Pre-main sequence stars,http://astrothesaurus.org/uat/1290,http://astrothesaurus.org/uat/Pre-MainSequenceStars,
Pre-solar nebulae,http://astrothesaurus.org/uat/1291,http://astrothesaurus.org/uat/Pre-SolarNebulae,
Primordial black holes,http://astrothesaurus.org/uat/1292,http://astrothesaurus.org/uat/PrimordialBlackHoles,
Primordial galaxies,http://astrothesaurus.org/uat/1293,http://astrothesaurus.org/uat/PrimordialGalaxies,
Primordial magnetic fields,http://astrothesaurus.org/uat/1294,http://astrothesaurus.org/uat/PrimordialMagneticFields,
Proper motions,http://astrothesaurus.org/uat/1295,http://astrothesaurus.org/uat/ProperMotions,
Proplyds,http://astrothesaurus.org/uat/1296,http://astrothesaurus.org/uat/Proplyds,
Protoclusters,http://astrothesaurus.org/uat/1297,http://astrothesaurus.org/uat/Protoclusters,
Protogalaxies,http://astrothesaurus.org/uat/1298,http://astrothesaurus.org/uat/Protogalaxies,
Proton-proton reaction,http://astrothesaurus.org/uat/1299,http://astrothesaurus.org/uat/Proton-ProtonReaction,
Protoplanetary disks,http://astrothesaurus.org/uat/1300,http://astrothesaurus.org/uat/ProtoplanetaryDisks,
Protoplanetary nebulae,http://astrothesaurus.org/uat/1301,http://astrothesaurus.org/uat/ProtoplanetaryNebulae,
Protostars,http://astrothesaurus.org/uat/1302,http://astrothesaurus.org/uat/Protostars,
Ptolemy stones,http://astrothesaurus.org/uat/1303,http://astrothesaurus.org/uat/PtolemyStones,
Pulsar planets,http://astrothesaurus.org/uat/1304,http://astrothesaurus.org/uat/PulsarPlanets,
Pulsar timing method,http://astrothesaurus.org/uat/1305,http://astrothesaurus.org/uat/PulsarTimingMethod,
Pulsars,http://astrothesaurus.org/uat/1306,http://astrothesaurus.org/uat/Pulsars,
Pulsating variable stars,http://astrothesaurus.org/uat/1307,http://astrothesaurus.org/uat/PulsatingVariableStars,
Pulsation frequency method,http://astrothesaurus.org/uat/1308,http://astrothesaurus.org/uat/PulsationFrequencyMethod,
Pulsation modes,http://astrothesaurus.org/uat/1309,http://astrothesaurus.org/uat/PulsationModes,
Purkinje effect,http://astrothesaurus.org/uat/1310,http://astrothesaurus.org/uat/PurkinjeEffect,
PV Telescopii variable stars,http://astrothesaurus.org/uat/1311,http://astrothesaurus.org/uat/PvTelescopiiVariables,
Quadrants,http://astrothesaurus.org/uat/1312,http://astrothesaurus.org/uat/Quadrants,
Quantum cosmology,http://astrothesaurus.org/uat/1313,http://astrothesaurus.org/uat/QuantumCosmology,
Quantum gravity,http://astrothesaurus.org/uat/1314,http://astrothesaurus.org/uat/QuantumGravity,
Quaoar,http://astrothesaurus.org/uat/1315,http://astrothesaurus.org/uat/Quaoar,
Quasar absorption line spectroscopy,http://astrothesaurus.org/uat/1317,http://astrothesaurus.org/uat/QuasarAbsorptionLineSpectroscopy,
Quasar microlensing,http://astrothesaurus.org/uat/1318,http://astrothesaurus.org/uat/QuasarMicrolensing,
Quasar-galaxy pairs,http://astrothesaurus.org/uat/1316,http://astrothesaurus.org/uat/Quasar-GalaxyPairs,
Quasars,http://astrothesaurus.org/uat/1319,http://astrothesaurus.org/uat/Quasars,
Quasinormal modes,http://astrothesaurus.org/uat/1320,http://astrothesaurus.org/uat/QuasinormalModes,
Quiescent prominence,http://astrothesaurus.org/uat/1321,http://astrothesaurus.org/uat/QuiescentProminence,
Quiet sun,http://astrothesaurus.org/uat/1322,http://astrothesaurus.org/uat/QuietSun,
Quintessence,http://astrothesaurus.org/uat/1323,http://astrothesaurus.org/uat/Quintessence,
R associations,http://astrothesaurus.org/uat/1325,http://astrothesaurus.org/uat/RAssociations,
R Coronae Borealis variable stars,http://astrothesaurus.org/uat/1327,http://astrothesaurus.org/uat/RCoronaeBorealisVariables,http://astrothesaurus.org/uat/RCoronaeBorealisStars
R stars,http://astrothesaurus.org/uat/1328,http://astrothesaurus.org/uat/RStars,
Radar astronomy,http://astrothesaurus.org/uat/1329,http://astrothesaurus.org/uat/RadarAstronomy,
Radar telescopes,http://astrothesaurus.org/uat/1330,http://astrothesaurus.org/uat/RadarTelescopes,
Radial pulsations,http://astrothesaurus.org/uat/1331,http://astrothesaurus.org/uat/RadialPulsations,
Radial velocity,http://astrothesaurus.org/uat/1332,http://astrothesaurus.org/uat/RadialVelocity,
Radial velocity methods [Exoplanets],http://astrothesaurus.org/uat/1333,http://astrothesaurus.org/uat/RadialVelocityMethods_(Exoplanets),
Radiative braking,http://astrothesaurus.org/uat/1334,http://astrothesaurus.org/uat/RadiativeBraking,
Radiative transfer,http://astrothesaurus.org/uat/1335,http://astrothesaurus.org/uat/RadiativeTransfer,
Radiative transfer equation,http://astrothesaurus.org/uat/1336,http://astrothesaurus.org/uat/RadiativeTransferEquation,
Radio astrometry,http://astrothesaurus.org/uat/1337,http://astrothesaurus.org/uat/RadioAstrometry,
Radio astronomy,http://astrothesaurus.org/uat/1338,http://astrothesaurus.org/uat/RadioAstronomy,
Radio bursts,http://astrothesaurus.org/uat/1339,http://astrothesaurus.org/uat/RadioBursts,
Radio continuum emission,http://astrothesaurus.org/uat/1340,http://astrothesaurus.org/uat/RadioContinuumEmission,
Radio cores,http://astrothesaurus.org/uat/1341,http://astrothesaurus.org/uat/RadioCores,
Radio flares,http://astrothesaurus.org/uat/1342,http://astrothesaurus.org/uat/RadioFlares,
Radio galaxies,http://astrothesaurus.org/uat/1343,http://astrothesaurus.org/uat/RadioGalaxies,
Radio hot spots,http://astrothesaurus.org/uat/1344,http://astrothesaurus.org/uat/RadioHotSpots,
Radio interferometers,http://astrothesaurus.org/uat/1345,http://astrothesaurus.org/uat/RadioInterferometers,
Radio interferometry,http://astrothesaurus.org/uat/1346,http://astrothesaurus.org/uat/RadioInterferometry,
Radio jets,http://astrothesaurus.org/uat/1347,http://astrothesaurus.org/uat/RadioJets,
Radio lobes,http://astrothesaurus.org/uat/1348,http://astrothesaurus.org/uat/RadioLobes,
Radio loud quasars,http://astrothesaurus.org/uat/1349,http://astrothesaurus.org/uat/RadioLoudQuasars,
Radio observatories,http://astrothesaurus.org/uat/1350,http://astrothesaurus.org/uat/RadioObservatories,
Radio occultation,http://astrothesaurus.org/uat/1351,http://astrothesaurus.org/uat/RadioOccultation,
Radio plumes,http://astrothesaurus.org/uat/1352,http://astrothesaurus.org/uat/RadioPlumes,
Radio pulsars,http://astrothesaurus.org/uat/1353,http://astrothesaurus.org/uat/RadioPulsars,
Radio quiet quasars,http://astrothesaurus.org/uat/1354,http://astrothesaurus.org/uat/RadioQuietQuasars,
Radio receivers,http://astrothesaurus.org/uat/1355,http://astrothesaurus.org/uat/RadioReceivers,
Radio source catalogs,http://astrothesaurus.org/uat/1356,http://astrothesaurus.org/uat/RadioSourceCatalogs,
Radio source counts,http://astrothesaurus.org/uat/1357,http://astrothesaurus.org/uat/RadioSourceCounts,
Radio sources,http://astrothesaurus.org/uat/1358,http://astrothesaurus.org/uat/RadioSources,
Radio spectroscopy,http://astrothesaurus.org/uat/1359,http://astrothesaurus.org/uat/RadioSpectroscopy,
Radio telescopes,http://astrothesaurus.org/uat/1360,http://astrothesaurus.org/uat/RadioTelescopes,
Radioheliographs,http://astrothesaurus.org/uat/1361,http://astrothesaurus.org/uat/Radioheliographs,
Rapid bursts,http://astrothesaurus.org/uat/1362,http://astrothesaurus.org/uat/RapidBursts,
Rapid stellar oscillations,http://astrothesaurus.org/uat/1363,http://astrothesaurus.org/uat/RapidStellarOscillations,
RC Aurigae stars,http://astrothesaurus.org/uat/1364,http://astrothesaurus.org/uat/RcAurigaeStars,
Recombination (cosmology),http://astrothesaurus.org/uat/1365,http://astrothesaurus.org/uat/Recombination_(Cosmology),
Recurrent novae,http://astrothesaurus.org/uat/1366,http://astrothesaurus.org/uat/RecurrentNovae,
Red dwarf flare stars,http://astrothesaurus.org/uat/1367,http://astrothesaurus.org/uat/RedDwarfFlareStars,
Red giant branch,http://astrothesaurus.org/uat/1368,http://astrothesaurus.org/uat/RedGiantBranch,
Red giant bump,http://astrothesaurus.org/uat/1369,http://astrothesaurus.org/uat/RedGiantBump,
Red giant clump,http://astrothesaurus.org/uat/1370,http://astrothesaurus.org/uat/RedGiantClump,
Red giant tip,http://astrothesaurus.org/uat/1371,http://astrothesaurus.org/uat/RedGiantTip,
Red giant stars,http://astrothesaurus.org/uat/1372,http://astrothesaurus.org/uat/RedGiants,
Red sequence galaxies,http://astrothesaurus.org/uat/1373,http://astrothesaurus.org/uat/RedSequenceGalaxies,
Red straggler stars,http://astrothesaurus.org/uat/1374,http://astrothesaurus.org/uat/RedStragglers,
Red supergiant stars,http://astrothesaurus.org/uat/1375,http://astrothesaurus.org/uat/RedSupergiants,
Reddened stars,http://astrothesaurus.org/uat/1376,http://astrothesaurus.org/uat/ReddenedStars,
Reddening law,http://astrothesaurus.org/uat/1377,http://astrothesaurus.org/uat/ReddeningLaw,
Redshift surveys,http://astrothesaurus.org/uat/1378,http://astrothesaurus.org/uat/RedshiftSurveys,
Redshifted,http://astrothesaurus.org/uat/1379,http://astrothesaurus.org/uat/Redshifted,
Reflecting telescopes,http://astrothesaurus.org/uat/1380,http://astrothesaurus.org/uat/ReflectingTelescopes,
