level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Dwarf novae,Z Camelopardalis stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Dwarf novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Fast novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Recurrent novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Slow novae,DQ Herculis stars
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Slow novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,Symbiotic novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,X-ray novae,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Novae,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,SX Arietis variables,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,Symbiotic novae,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,UV Persei stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,Cataclysmic variable stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,X-ray binary stars,High-mass X-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,X-ray binary stars,Low-mass X-ray binary stars,Hz Herculis stars,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,X-ray binary stars,Low-mass X-ray binary stars,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,X-ray binary stars,X-ray bursters,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,X-ray binary stars,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Interacting binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Semi-detached binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,Z Andromedae stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Close binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,Substellar companions,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,Tertiary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Companion stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Detached binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Algol variable stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Beta Lyrae stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,Upsilon Sagittarii stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Eclipsing binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Interferometric binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Relativistic binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Semi-detached binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Spectroscopic binary stars,Two-spectrum binary stars,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Spectroscopic binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Visual binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,Wide binary stars,,,,,
Stellar astronomy,Stellar types,Multiple stars,Binary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,Trinary stars,,,,,,
Stellar astronomy,Stellar types,Multiple stars,,,,,,,
Stellar astronomy,Stellar types,Novae,Classical novae,,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,SU Ursae Majoris stars,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,SX Arietis variables,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,U Geminorum stars,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,WZ Sagittae stars,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,Z Camelopardalis stars,,,,,
Stellar astronomy,Stellar types,Novae,Dwarf novae,,,,,,
Stellar astronomy,Stellar types,Novae,Fast novae,,,,,,
Stellar astronomy,Stellar types,Novae,Recurrent novae,,,,,,
Stellar astronomy,Stellar types,Novae,Slow novae,DQ Herculis stars,,,,,
Stellar astronomy,Stellar types,Novae,Slow novae,,,,,,
Stellar astronomy,Stellar types,Novae,Symbiotic novae,,,,,,
Stellar astronomy,Stellar types,Novae,X-ray novae,,,,,,
Stellar astronomy,Stellar types,Novae,,,,,,,
Stellar astronomy,Stellar types,Protostars,Bok globules,,,,,,
Stellar astronomy,Stellar types,Protostars,Cocoon stars,,,,,,
Stellar astronomy,Stellar types,Protostars,Cometary nebulae,,,,,,
Stellar astronomy,Stellar types,Protostars,Proplyds,,,,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,Herbig Ae/Be stars,,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,Herbig-Haro objects,,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,T Tauri stars,Classical T Tauri stars,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,T Tauri stars,FU Orionis stars,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,T Tauri stars,Weak-line T Tauri stars,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,T Tauri stars,,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,Pre-main sequence stars,,,,,
Stellar astronomy,Stellar types,Protostars,Young stellar objects,,,,,,
Stellar astronomy,Stellar types,Protostars,,,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type II supernovae,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type Ib supernovae,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,Type Ic supernovae,,,,,
Stellar astronomy,Stellar types,Supernovae,Core-collapse supernovae,,,,,,
Stellar astronomy,Stellar types,Supernovae,Hypernovae,,,,,,
Stellar astronomy,Stellar types,Supernovae,Type Ia supernovae,,,,,,
Stellar astronomy,Stellar types,Supernovae,,,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Be type stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Ae stars,Herbig Ae/Be stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Ae stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Be stars,Herbig Ae/Be stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Be stars,Lambda Eridani stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Be stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Oe stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Oef stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Of stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WC stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WCN stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,WN stars,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,Wolf-Rayet stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Early-type emission stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Flash stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Gamma Cassiopeiae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,H-alpha stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Luminous blue variables,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Me stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Me variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Mira variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,RC Aurigae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,S Doradus stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Symbiotic binary stars,RR Telescopii stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Symbiotic binary stars,Symbiotic novae,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Symbiotic binary stars,Z Andromedae stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Symbiotic binary stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,T Tauri stars,Classical T Tauri stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,T Tauri stars,FU Orionis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,T Tauri stars,Weak-line T Tauri stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,T Tauri stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,X-ray stars,Single X-ray stars,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,X-ray stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,Z Andromedae stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Emission line stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Algol variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Beta Lyrae stars,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,Upsilon Sagittarii stars,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Eclipsing binary stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Ellipsoidal variable stars,Beta Lyrae stars,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,Ellipsoidal variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Extrinsic variable stars,,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,AM Herculis stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,AM Canum Venaticorum stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,UX Ursae Majoris stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,VY Sculpturis,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Nova-like variable stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Classical novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SU Ursae Majoris stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,SX Arietis variables,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,U Geminorum stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,WZ Sagittae stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,Z Camelopardalis stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Dwarf novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Fast novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Recurrent novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Slow novae,DQ Herculis stars,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Slow novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,Symbiotic novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,X-ray novae,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,SX Arietis variables,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,Symbiotic novae,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,UV Persei stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Cataclysmic variable stars,,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,BY Draconis stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,FU Orionis,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,R Coronae Borealis variables,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,RS Canum Venaticorum variables,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,Red dwarf flare stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,UV Ceti stars,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,Flare stars,,,,
Stellar astronomy,Stellar types,Variable stars,Intrinsic variable stars,Eruptive variables,,,,,
